Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PS/G▼
250,Brandan Wright,PF,28,MEM,12,2,17.7,2.9,4.3,0.673,0,0,,2.9,4.3,0.673,0.673,1.1,2,0.542,1.2,2.4,3.6,0.5,0.4,1.3,0.8,1.8,6.9
251,Seth Curry,PG,25,SAC,44,9,15.7,2.3,5.1,0.455,1.1,2.5,0.45,1.2,2.6,0.46,0.567,1,1.2,0.833,0.2,1.2,1.4,1.5,0.5,0.1,0.8,0.9,6.8
252,Kosta Koufos,C,26,SAC,78,14,19,3,5.7,0.532,0,0,,3,5.7,0.532,0.532,0.7,1.3,0.548,2.2,3.3,5.4,0.4,0.5,0.9,0.6,2.4,6.8
253,Andrea Bargnani,C,30,BRK,46,0,13.8,2.8,6.1,0.455,0.1,0.3,0.188,2.7,5.7,0.471,0.461,1,1.2,0.825,0.6,1.5,2.1,0.4,0.1,0.2,0.6,1.3,6.6
254,Vince Carter,SG,39,MEM,60,3,16.8,2.2,5.7,0.388,1,2.8,0.349,1.2,2.9,0.425,0.474,1.2,1.4,0.833,0.5,1.9,2.4,0.9,0.6,0.3,0.6,1.7,6.6
255,Josh Richardson,SG,22,MIA,52,2,21.3,2.4,5.2,0.452,1,2.2,0.461,1.3,3,0.446,0.55,0.8,1.2,0.667,0.4,1.7,2.1,1.4,0.7,0.5,0.7,2.1,6.6
256,Ed Davis,PF,26,POR,81,0,20.8,2.5,4.2,0.611,0,0,,2.5,4.2,0.611,0.611,1.4,2.5,0.559,2.8,4.6,7.4,1.1,0.7,0.9,0.8,2.5,6.5
257,Kris Humphries,PF,30,TOT,53,17,15.8,2.3,5.6,0.41,0.6,2,0.315,1.6,3.5,0.465,0.468,1.3,1.6,0.798,1.1,3,4.1,0.7,0.3,0.4,0.7,1.8,6.5
258,Henry Sims,C,25,BRK,14,4,18.8,2.4,5.5,0.429,0,0,,2.4,5.5,0.429,0.429,1.8,2.1,0.833,1.5,3.6,5.1,0.6,0.6,1,0.9,2.6,6.5
259,Leandro Barbosa,SG,33,GSW,68,0,15.9,2.5,5.4,0.462,0.6,1.6,0.355,1.9,3.8,0.508,0.515,0.8,0.9,0.839,0.4,1.3,1.7,1.2,0.6,0.1,0.8,1.6,6.4
260,Boris Diaw,PF,33,SAS,76,4,18.2,2.7,5,0.527,0.3,0.9,0.362,2.3,4.1,0.564,0.56,0.7,1,0.737,0.8,2.3,3.1,2.3,0.3,0.3,1.3,1.3,6.4
261,Tim Hardaway,SG,23,ATL,51,1,16.9,2.2,5.2,0.43,0.9,2.8,0.338,1.3,2.4,0.537,0.521,1,1.1,0.893,0.1,1.5,1.7,1,0.4,0.1,0.5,0.9,6.4
262,Maurice Harkless,SF,22,POR,78,14,18.7,2.5,5.3,0.474,0.5,1.8,0.279,2,3.5,0.576,0.522,0.9,1.4,0.622,1.3,2.3,3.6,0.9,0.6,0.4,0.8,1.6,6.4
263,Thabo Sefolosha,SF,31,ATL,75,11,23.4,2.5,5,0.505,0.6,1.7,0.339,1.9,3.3,0.589,0.562,0.8,1.3,0.626,0.7,3.8,4.5,1.4,1.1,0.5,0.9,1.5,6.4
264,Justise Winslow,SF,19,MIA,78,8,28.6,2.5,5.9,0.422,0.4,1.5,0.276,2.1,4.4,0.471,0.457,1,1.5,0.684,1,4.1,5.2,1.5,0.9,0.3,1.2,2.4,6.4
265,Aron Baynes,C,29,DET,81,1,15.2,2.4,4.7,0.505,0,0,0,2.4,4.7,0.508,0.505,1.6,2,0.764,1.7,3,4.7,0.6,0.3,0.6,0.8,1.9,6.3
266,Shaun Livingston,PG,30,GSW,78,3,19.5,2.6,4.9,0.536,0,0.2,0.167,2.6,4.7,0.548,0.538,1,1.2,0.86,0.5,1.6,2.2,3,0.7,0.3,1,1.8,6.3
267,Timofey Mozgov,C,29,CLE,76,48,17.4,2.7,4.7,0.565,0,0.1,0.143,2.7,4.6,0.574,0.567,0.9,1.3,0.716,1.4,3,4.4,0.4,0.3,0.8,0.9,2.1,6.3
268,P.J. Hairston,SF,23,TOT,66,52,19.9,2.2,6.2,0.355,1.1,3.7,0.29,1.1,2.5,0.449,0.441,0.8,1,0.781,0.4,2.3,2.6,0.6,0.5,0.2,0.6,2.1,6.2
269,Donatas Motiejunas,PF,25,HOU,37,22,14.8,2.4,5.5,0.439,0.4,1.5,0.281,2,4,0.5,0.478,0.9,1.4,0.642,1,1.9,2.9,1.1,0.5,0.1,1.2,1.9,6.2
270,Mike Scott,PF,27,ATL,75,0,15.3,2.3,5,0.468,0.8,2.1,0.392,1.5,2.9,0.523,0.551,0.7,0.8,0.794,0.7,2,2.7,1,0.3,0.2,0.6,1.4,6.2
271,Dante Cunningham,SF,28,NOP,80,46,24.6,2.3,5.2,0.451,0.7,2.2,0.316,1.6,3,0.55,0.518,0.7,1,0.695,0.7,2.2,3,1,0.5,0.4,0.5,2.2,6.1
272,Channing Frye,PF-C,32,TOT,70,32,17.1,2.2,5,0.438,1.3,3.4,0.387,0.9,1.6,0.545,0.569,0.4,0.5,0.857,0.5,2.8,3.3,1,0.4,0.4,0.6,1.8,6.1
273,Mario Hezonja,SF,20,ORL,79,9,17.9,2.3,5.3,0.433,0.8,2.4,0.349,1.4,2.9,0.504,0.513,0.6,0.7,0.907,0.4,1.9,2.2,1.4,0.5,0.2,1.2,1.6,6.1
274,Trey Lyles,PF,20,UTA,80,33,17.3,2.4,5.5,0.438,0.6,1.6,0.383,1.8,3.9,0.461,0.494,0.7,1,0.695,0.7,3,3.7,0.7,0.3,0.2,0.8,1.4,6.1
275,T.J. McConnell,PG,23,PHI,81,17,19.8,2.7,5.7,0.47,0.4,1.1,0.348,2.3,4.6,0.499,0.503,0.3,0.5,0.634,0.5,2.6,3.1,4.5,1.2,0.1,1.7,1.4,6.1
276,Paul Pierce,SF,38,LAC,68,38,18.1,2.1,5.8,0.363,1.1,3.6,0.31,1,2.3,0.445,0.457,0.8,1,0.818,0.2,2.6,2.7,1,0.5,0.3,0.9,1.9,6.1
277,Tyler Zeller,C,26,BOS,60,3,11.8,2.3,4.8,0.476,0,0,,2.3,4.8,0.476,0.476,1.5,1.8,0.815,1,1.9,3,0.5,0.2,0.4,0.8,1.6,6.1
278,Alexis Ajinca,C,27,NOP,59,17,14.6,2.5,5.3,0.476,0,0,0,2.5,5.3,0.478,0.476,0.9,1.1,0.839,1.3,3.3,4.6,0.5,0.3,0.6,0.9,2.3,6
279,Duje Dukan,SF,24,SAC,1,0,24,2,10,0.2,2,5,0.4,0,5,0,0.3,0,0,,2,2,4,1,1,0,0,2,6
280,Spencer Hawes,PF,27,CHO,57,6,18.2,2.2,5.4,0.405,0.7,1.8,0.373,1.5,3.6,0.422,0.467,0.9,1.1,0.831,0.9,3.4,4.3,1.9,0.4,0.5,1,1.9,6
281,Jonathon Simmons,SG,26,SAS,55,2,14.8,2.2,4.4,0.504,0.3,0.9,0.383,1.9,3.5,0.533,0.541,1.3,1.7,0.75,0.3,1.5,1.7,1.1,0.4,0.1,1,1.9,6
282,Josh Smith,PF,30,TOT,55,7,16,2.3,6.3,0.364,0.7,2.6,0.287,1.6,3.7,0.417,0.423,0.7,1.2,0.552,0.9,2.6,3.5,1.6,0.6,0.9,1.4,2.1,6
283,Trevor Booker,PF,28,UTA,79,2,20.7,2.4,4.9,0.49,0.2,0.5,0.293,2.3,4.4,0.513,0.505,0.9,1.3,0.67,2.1,3.6,5.7,1.1,0.7,0.5,1,2.1,5.9
284,Markel Brown,SG,24,BRK,62,6,15.8,2,5.2,0.394,0.6,2,0.314,1.4,3.2,0.443,0.453,1.1,1.5,0.755,0.4,1.6,2,1.5,0.6,0.2,0.9,1.5,5.9
285,Randy Foye,SG,32,TOT,81,8,20.3,2.1,6,0.351,0.9,3.1,0.3,1.2,2.9,0.405,0.428,0.8,0.9,0.824,0.3,1.6,1.9,2,0.5,0.4,1.1,1.6,5.9
286,Roy Hibbert,C,29,LAL,81,81,23.2,2.2,5.1,0.443,0,0,0,2.2,5,0.445,0.443,1.4,1.8,0.807,1.6,3.3,4.9,1.2,0.4,1.4,0.9,3.1,5.9
287,J.J. Hickson,C,27,TOT,35,9,12.5,2.3,4.4,0.516,0,0,0,2.3,4.4,0.519,0.516,1.3,2.9,0.447,1.1,2.7,3.8,0.7,0.4,0.4,0.7,1.3,5.9
288,Raul Neto,PG,23,UTA,81,53,18.5,2.2,5.2,0.431,0.8,2,0.395,1.4,3.2,0.453,0.507,0.6,0.9,0.743,0.2,1.3,1.5,2.1,0.8,0,1.3,1.5,5.9
289,Jason Terry,SG,38,HOU,72,7,17.5,2.1,5.2,0.402,1.3,3.6,0.356,0.8,1.6,0.504,0.525,0.4,0.5,0.818,0.2,0.9,1.1,1.4,0.7,0.1,0.7,1.3,5.9
290,Rondae Hollis-Jefferson,SF,21,BRK,29,17,21.2,2.2,4.8,0.457,0.1,0.5,0.286,2,4.3,0.476,0.471,1.3,1.8,0.712,1.3,4,5.3,1.5,1.3,0.6,0.9,2.1,5.8
291,Dwight Powell,PF,24,DAL,69,2,14.4,2.1,4.3,0.493,0,0.2,0.125,2.1,4.1,0.514,0.497,1.5,2.1,0.739,1.2,2.7,4,0.6,0.5,0.3,0.6,1.7,5.8
292,Iman Shumpert,SG,25,CLE,54,5,24.4,2.1,5.6,0.374,0.8,2.7,0.295,1.3,2.9,0.447,0.444,0.7,0.9,0.784,0.6,3.2,3.8,1.7,1,0.4,1.1,2.2,5.8
293,Amar'e Stoudemire,C,33,MIA,52,36,14.7,2.4,4.3,0.566,0,0,,2.4,4.3,0.566,0.566,1,1.3,0.746,1.3,3,4.3,0.5,0.3,0.8,0.9,1.8,5.8
294,Ty Lawson,PG,28,TOT,66,13,21.4,2.1,5.4,0.393,0.5,1.6,0.333,1.6,3.7,0.419,0.444,0.9,1.3,0.686,0.4,1.4,1.8,3.6,0.8,0.1,1.4,1.3,5.7
295,Jarell Martin,PF,21,MEM,27,0,14.1,2,4.3,0.466,0,0.1,0,2,4.2,0.474,0.466,1.7,2.3,0.726,1.4,1.7,3.2,0.6,0.3,0.3,0.7,2.1,5.7
296,Xavier Munford,SG,23,MEM,14,0,17.4,2.3,5.5,0.416,0.6,1.6,0.391,1.6,3.9,0.426,0.474,0.5,1,0.5,0.2,2,2.2,1.6,0.9,0.2,1.1,1.8,5.7
297,Greivis Vasquez,PG,29,MIL,23,0,20,2,6,0.326,0.8,3.2,0.247,1.2,2.8,0.415,0.391,1,1.1,0.846,0.2,1.8,2,4,0.4,0,1.7,1.8,5.7
298,Troy Daniels,SG,24,CHO,43,0,11.1,2.1,4.3,0.476,1.4,2.8,0.484,0.7,1.5,0.462,0.634,0.1,0.2,0.556,0.2,1.2,1.3,0.5,0.3,0.1,0.6,0.9,5.6
299,Bryce Dejean-Jones,SG,23,NOP,14,11,19.9,2,4.9,0.406,0.9,2.3,0.375,1.1,2.6,0.432,0.493,0.8,1.5,0.524,0.6,2.9,3.4,1.1,0.7,0.1,0.8,1.2,5.6
300,Jerian Grant,PG,23,NYK,76,6,16.6,2,5.1,0.394,0.3,1.3,0.22,1.7,3.8,0.454,0.422,1.3,1.6,0.78,0.3,1.6,1.9,2.3,0.7,0.1,1.1,1.3,5.6
301,Richaun Holmes,PF,22,PHI,51,1,13.8,2.2,4.4,0.514,0.2,0.9,0.182,2.1,3.5,0.596,0.532,1,1.5,0.689,1.2,1.4,2.6,0.6,0.4,0.8,0.6,1.8,5.6
302,Anthony Morrow,SG,30,OKC,68,6,13.6,2,4.9,0.408,1.2,3,0.387,0.8,1.9,0.442,0.527,0.4,0.6,0.744,0.1,0.8,0.9,0.4,0.3,0.1,0.3,0.9,5.6
303,Norman Powell,SG,22,TOR,49,24,14.8,2,4.7,0.424,0.7,1.8,0.404,1.2,2.9,0.436,0.502,0.9,1.1,0.811,0.3,1.9,2.3,1,0.6,0.2,0.7,1.2,5.6
304,Tiago Splitter,C,31,ATL,36,2,16.1,2.3,4.3,0.523,0,0.1,0,2.3,4.3,0.529,0.523,1.1,1.3,0.813,1.3,2.1,3.3,0.8,0.6,0.3,0.7,2,5.6
305,Cole Aldrich,C,27,LAC,60,5,13.3,2.2,3.8,0.596,0,0,,2.2,3.8,0.596,0.596,1,1.4,0.714,1.4,3.4,4.8,0.8,0.8,1.1,1.1,2.3,5.5
306,Bismack Biyombo,C,23,TOR,82,22,22,1.9,3.5,0.542,0,0,0,1.9,3.5,0.544,0.542,1.7,2.8,0.628,2.2,5.8,8,0.4,0.2,1.6,0.9,2.7,5.5
307,Richard Jefferson,SF,35,CLE,74,5,17.9,1.9,4.2,0.458,0.9,2.3,0.382,1,1.9,0.554,0.564,0.8,1.2,0.667,0.2,1.5,1.7,0.8,0.4,0.2,0.6,1.7,5.5
308,Boban Marjanovic,C,27,SAS,54,4,9.4,1.9,3.2,0.603,0,0,,1.9,3.2,0.603,0.603,1.6,2.1,0.763,1.4,2.2,3.6,0.4,0.2,0.4,0.5,1,5.5
309,Larry Nance Jr.,PF,23,LAL,63,22,20.1,2.5,4.8,0.527,0,0.2,0.1,2.5,4.6,0.541,0.528,0.5,0.7,0.681,1.6,3.3,5,0.7,0.9,0.4,0.7,2,5.5
310,Lavoy Allen,PF,26,IND,79,28,20.2,2.4,4.7,0.516,0,0,,2.4,4.7,0.516,0.516,0.6,0.9,0.63,2.1,3.3,5.4,1,0.3,0.5,0.9,1.9,5.4
311,Andrew Bogut,C,31,GSW,70,66,20.7,2.5,4,0.627,0,0,1,2.5,4,0.626,0.629,0.3,0.7,0.48,1.7,5.3,7,2.3,0.5,1.6,1.2,3.2,5.4
312,Ronnie Price,PG,32,PHO,62,18,19.5,1.9,4.9,0.384,1.1,3.2,0.347,0.8,1.7,0.453,0.497,0.5,0.7,0.756,0.4,1.2,1.6,2.4,1.2,0.2,1.1,2.6,5.3
313,Tony Snell,SF,24,CHI,64,33,20.3,2,5.3,0.372,0.9,2.4,0.361,1.1,2.9,0.38,0.454,0.5,0.5,0.909,0.3,2.8,3.1,1,0.3,0.3,0.8,1.6,5.3
314,Anthony Tolliver,PF,30,DET,72,5,18.6,1.8,4.6,0.386,1.4,3.8,0.36,0.4,0.8,0.5,0.533,0.4,0.7,0.617,0.5,2.6,3.2,0.7,0.4,0.2,0.4,1.2,5.3
315,Quincy Acy,PF,25,SAC,59,29,14.8,2,3.6,0.556,0.3,0.8,0.388,1.7,2.8,0.606,0.6,0.8,1.2,0.735,1.1,2.1,3.2,0.5,0.5,0.4,0.5,1.7,5.2
316,Nemanja Bjelica,PF,27,MIN,60,0,17.9,1.8,3.9,0.468,0.8,2.1,0.384,1,1.8,0.564,0.57,0.7,0.9,0.727,0.8,2.7,3.5,1.4,0.4,0.4,0.8,2.6,5.1
317,Tim Frazier,PG,25,TOT,51,2,14.5,1.9,4.5,0.419,0.3,0.9,0.333,1.6,3.5,0.442,0.454,1,1.5,0.716,0.5,1.6,2.2,3.2,0.6,0,1.3,1.4,5.1
318,JaVale McGee,C,28,DAL,34,2,10.9,2.3,3.9,0.575,0,0,0,2.3,3.9,0.579,0.575,0.5,1.1,0.5,1.6,2.4,3.9,0.1,0.1,0.8,0.6,1.4,5.1
319,Miles Plumlee,C,27,MIL,61,14,14.3,2.3,3.8,0.601,0,0,,2.3,3.8,0.601,0.601,0.6,1,0.576,1.5,2.3,3.8,0.3,0.3,0.8,0.7,1.2,5.1
320,JaKarr Sampson,SF,22,TOT,73,40,15.9,1.9,4.3,0.442,0.2,0.9,0.222,1.7,3.5,0.496,0.464,1.1,1.7,0.656,0.6,2,2.6,0.6,0.3,0.5,1,1.9,5.1
321,Charlie Villanueva,PF,31,DAL,62,4,10.7,2,5.3,0.382,0.8,2.8,0.273,1.3,2.5,0.503,0.454,0.4,0.4,0.917,0.4,2.1,2.5,0.4,0.3,0.2,0.5,1.1,5.1
322,Alan Anderson,SG,33,WAS,13,0,14.8,1.6,4.5,0.356,0.9,2.8,0.324,0.7,1.7,0.409,0.458,0.8,1.2,0.733,0.1,2,2.1,1.1,0.3,0.1,0.2,1.9,5
323,James Johnson,PF,28,TOR,57,32,16.2,2,4.2,0.475,0.4,1.2,0.303,1.6,3.1,0.54,0.517,0.7,1.2,0.574,0.5,1.7,2.2,1.2,0.5,0.6,0.9,1.5,5
324,Cameron Payne,PG,21,OKC,57,1,12.2,2,4.9,0.41,0.6,1.9,0.324,1.4,2.9,0.467,0.475,0.3,0.4,0.792,0.2,1.3,1.5,1.9,0.6,0.1,0.8,1.4,5
325,Metta World Peace,SF,36,LAL,35,5,16.9,1.6,5.1,0.311,0.7,2.4,0.31,0.8,2.7,0.312,0.384,1.1,1.6,0.702,0.5,2,2.5,0.8,0.6,0.3,0.4,1.9,5
326,Sasha Vujacic,SG,31,NYK,61,25,14.9,1.7,4.5,0.383,0.9,2.3,0.364,0.9,2.2,0.403,0.477,0.5,0.6,0.821,0.4,2,2.4,1.4,0.6,0.1,0.7,1.4,4.9
327,Spencer Dinwiddie,PG,22,DET,12,0,13.3,1.6,4.5,0.352,0.1,0.8,0.1,1.5,3.7,0.409,0.361,1.6,2.8,0.576,0.3,1.1,1.4,1.8,0.3,0,0.6,1.7,4.8
328,Kyle O'Quinn,PF,25,NYK,65,1,11.8,2,4.2,0.476,0.1,0.3,0.227,1.9,3.8,0.498,0.485,0.7,0.9,0.767,1.2,2.7,3.8,1.1,0.3,0.8,0.9,1.6,4.8
329,Andre Roberson,SG,24,OKC,70,70,22.2,1.9,3.9,0.496,0.5,1.5,0.311,1.5,2.4,0.608,0.555,0.5,0.8,0.611,1.1,2.5,3.6,0.7,0.8,0.6,0.5,1.9,4.8
330,Chris McCullough,PF,20,BRK,24,4,15.1,1.8,4.5,0.404,0.5,1.4,0.382,1.3,3.1,0.413,0.463,0.5,1,0.478,1,1.8,2.8,0.4,1.2,0.5,0.6,1.6,4.7
331,Willie Reed,PF,25,BRK,39,2,10.9,1.9,3.4,0.571,0,0,,1.9,3.4,0.571,0.571,0.8,1.4,0.545,1.3,1.9,3.1,0.3,0.2,0.8,0.4,1.2,4.7
332,Beno Udrih,PG,33,TOT,44,5,16.1,2,4.5,0.434,0.3,1,0.341,1.6,3.5,0.461,0.472,0.4,0.5,0.9,0.2,1.5,1.6,2.6,0.3,0,1.2,1.2,4.7
333,Kyle Anderson,SF,22,SAS,78,11,16,1.8,3.8,0.468,0.2,0.5,0.324,1.6,3.3,0.488,0.488,0.8,1.1,0.747,0.3,2.8,3.1,1.6,0.8,0.4,0.8,1.2,4.5
334,Tyler Ennis,PG,21,MIL,46,7,14.2,1.8,4.1,0.449,0.3,0.8,0.333,1.5,3.2,0.48,0.484,0.5,0.7,0.735,0.3,1.3,1.6,2.1,0.5,0,1,1.4,4.5
335,Alonzo Gee,SF,28,NOP,73,38,22.4,1.8,3.5,0.518,0.2,0.8,0.283,1.6,2.7,0.59,0.551,0.6,0.9,0.667,0.8,2.5,3.4,1,0.9,0.2,0.8,2.3,4.5
336,Justin Holiday,SG,26,TOT,53,5,14.6,1.7,4.3,0.386,0.7,2,0.343,1,2.3,0.423,0.465,0.5,0.7,0.73,0.2,1.5,1.7,1.1,0.6,0.4,0.7,1.2,4.5
337,Marcelo Huertas,PG,32,LAL,53,0,16.4,1.8,4.3,0.422,0.3,1.2,0.262,1.5,3.2,0.479,0.457,0.5,0.5,0.931,0.3,1.4,1.7,3.4,0.5,0.1,1.5,1.4,4.5
338,Jordan McRae,PG,24,TOT,22,1,8.9,1.5,3.5,0.436,0.5,1,0.455,1.1,2.5,0.429,0.5,1,1.3,0.75,0.2,0.7,0.9,1.1,0.1,0,0.7,0.8,4.5
339,Nikola Pekovic,C,30,MIN,12,3,13,1.6,4.2,0.38,0,0,,1.6,4.2,0.38,0.38,1.3,1.7,0.8,0.6,1.2,1.8,0.9,0.1,0,0.8,1.8,4.5
340,Steve Blake,PG,35,DET,58,2,17,1.6,4.1,0.388,0.9,2.6,0.344,0.7,1.5,0.461,0.496,0.3,0.3,0.8,0.2,1.4,1.5,3.4,0.4,0.1,1.4,1.2,4.4
341,Dewayne Dedmon,C,26,ORL,58,20,12.2,1.7,3.1,0.559,0,0,,1.7,3.1,0.559,0.559,1,1.3,0.75,1.2,2.8,3.9,0.2,0.4,0.8,0.6,1.9,4.4
342,Jonas Jerebko,PF,28,BOS,78,0,15.1,1.5,3.7,0.413,0.6,1.4,0.398,1,2.3,0.421,0.488,0.8,1,0.782,1,2.7,3.7,0.8,0.3,0.3,0.7,1.8,4.4
343,Briante Weber,PG,23,TOT,7,4,24.1,2,5.6,0.359,0,0.7,0,2,4.9,0.412,0.359,0.4,0.6,0.75,1.1,2.4,3.6,3,1.3,0.4,1.3,1.7,4.4
344,Joakim Noah,C,30,CHI,29,2,21.9,1.8,4.6,0.383,0,0,0,1.8,4.6,0.386,0.383,0.8,1.6,0.489,3,5.8,8.8,3.8,0.6,1,1.8,2.7,4.3
345,Thomas Robinson,PF,24,BRK,71,7,12.9,1.8,4.1,0.447,0,0,0,1.8,4.1,0.448,0.447,0.7,1.5,0.431,1.9,3.1,5.1,0.6,0.5,0.5,1,1.6,4.3
346,C.J. Watson,PG,31,ORL,33,2,19.9,1.4,4.2,0.343,0.4,1.5,0.292,1,2.7,0.371,0.394,1,1.2,0.872,0.3,1.7,2,2.7,0.6,0.2,0.8,1.5,4.3
347,Jeff Withey,C,25,UTA,51,10,12.9,1.7,3.2,0.537,0,0,0,1.7,3.1,0.544,0.537,0.8,1.2,0.729,1.1,2.3,3.4,0.4,0.4,1,0.5,1.5,4.3
348,Solomon Hill,SF,24,IND,59,3,14.7,1.6,3.5,0.447,0.4,1.3,0.324,1.2,2.3,0.515,0.505,0.6,0.7,0.857,0.7,2.2,2.8,1,0.6,0.2,0.6,1.2,4.2
349,Joe Ingles,SF,28,UTA,81,2,15.3,1.5,3.6,0.426,1,2.6,0.386,0.5,1,0.531,0.565,0.2,0.2,0.722,0.2,1.6,1.9,1.2,0.7,0,0.8,1.2,4.2
350,Tyus Jones,PG,19,MIN,37,0,15.5,1.5,4.2,0.359,0.4,1.4,0.302,1.1,2.8,0.388,0.41,0.8,1.1,0.718,0.2,1.1,1.3,2.9,0.8,0.1,0.9,0.9,4.2
351,Ryan Kelly,PF,24,LAL,36,0,13.1,1.5,4.1,0.369,0.1,1,0.135,1.4,3.1,0.446,0.386,1,1.5,0.685,0.6,2.8,3.4,0.6,0.4,0.3,0.5,1.1,4.2
352,Brandon Rush,SG,30,GSW,72,25,14.7,1.5,3.6,0.427,0.9,2.2,0.414,0.6,1.4,0.447,0.552,0.3,0.4,0.643,0.3,2.2,2.5,0.8,0.3,0.3,0.5,0.8,4.2
353,Elton Brand,C,36,PHI,17,1,13.2,1.8,4.2,0.431,0,0.1,0,1.8,4.2,0.437,0.431,0.5,0.5,0.889,0.5,3.2,3.7,1.1,0.5,0.5,0.6,1.9,4.1
354,Chase Budinger,SF,27,TOT,66,2,14.1,1.6,3.6,0.435,0.4,1.3,0.279,1.2,2.3,0.523,0.485,0.6,0.8,0.696,0.7,1.6,2.3,1,0.5,0.2,0.7,0.9,4.1
355,John Jenkins,SG,24,TOT,43,3,11.2,1.7,3.7,0.444,0.4,1.2,0.314,1.3,2.5,0.505,0.494,0.5,0.6,0.833,0.2,1.1,1.3,0.8,0.2,0,0.6,0.5,4.1
356,Omer Asik,C,29,NOP,68,64,17.3,1.5,2.9,0.533,0,0,,1.5,2.9,0.533,0.533,0.9,1.6,0.545,1.8,4.3,6.1,0.4,0.3,0.3,0.9,1.8,4
357,Anthony Brown,SF,23,LAL,29,11,20.7,1.3,4.3,0.31,0.7,2.4,0.286,0.7,1.9,0.339,0.389,0.6,0.7,0.85,0.3,2.1,2.4,0.7,0.5,0.2,0.5,1.2,4
358,Rakeem Christmas,PF,24,IND,1,0,6,2,2,1,0,0,,2,2,1,1,0,0,,1,0,1,0,0,0,0,1,4
359,Darrun Hilliard,SG,22,DET,38,2,10.1,1.4,3.4,0.397,0.5,1.3,0.38,0.9,2.1,0.407,0.469,0.8,1.1,0.725,0.1,1.1,1.2,0.7,0.2,0,0.5,0.7,4
360,Brian Roberts,PG,30,TOT,51,0,9.2,1.5,3.2,0.448,0.3,0.8,0.357,1.2,2.4,0.48,0.494,0.8,0.9,0.894,0.1,0.7,0.8,1.1,0.2,0,0.5,0.7,4
361,Chris Andersen,C,37,TOT,27,15,14.9,1.4,2.7,0.528,0.1,0.5,0.286,1.3,2.1,0.586,0.556,0.9,1.3,0.694,1.3,2.3,3.6,0.4,0.6,0.5,0.3,1.1,3.9
362,Kevin Seraphin,C,26,NYK,48,0,11,1.8,4.3,0.41,0,0,0,1.8,4.2,0.414,0.41,0.4,0.5,0.826,0.6,2,2.6,1,0.2,0.8,0.9,1.4,3.9
363,Justin Anderson,SF,22,DAL,55,9,11.8,1.3,3.2,0.406,0.4,1.5,0.265,0.9,1.7,0.533,0.469,0.8,1,0.8,0.3,2.1,2.4,0.5,0.3,0.5,0.4,0.8,3.8
364,Glenn Robinson,SF,22,IND,45,4,11.3,1.4,3.4,0.43,0.3,0.8,0.378,1.1,2.5,0.447,0.477,0.6,0.9,0.692,0.3,1.2,1.5,0.6,0.4,0.2,0.4,0.5,3.8
365,Delon Wright,PG,23,TOR,27,1,8.5,1.3,3,0.45,0.2,0.5,0.385,1.1,2.5,0.463,0.481,1,1.3,0.743,0.3,1.1,1.4,1.1,0.3,0.1,0.6,0.3,3.8
366,Joe Young,PG,23,IND,41,0,9.4,1.5,4.1,0.367,0.2,1.1,0.217,1.3,3,0.423,0.396,0.5,0.6,0.8,0.1,1.1,1.2,1.6,0.4,0,0.8,0.7,3.8
367,Caron Butler,SF,35,SAC,17,1,10.4,1.5,3.5,0.424,0.2,1.1,0.167,1.3,2.4,0.537,0.449,0.6,0.7,0.833,0.3,1,1.3,0.6,0.5,0.1,0.2,1.1,3.7
368,Orlando Johnson,SG,26,TOT,7,1,14.4,1.3,4.9,0.265,0.3,1.4,0.2,1,3.4,0.292,0.294,0.9,1.1,0.75,0.6,1.6,2.1,0.3,0.4,0.4,0.6,1.3,3.7
369,James Jones,SF,35,CLE,48,0,9.6,1.2,3,0.408,0.9,2.2,0.394,0.4,0.8,0.447,0.553,0.4,0.5,0.808,0.2,0.9,1,0.3,0.2,0.2,0.3,1,3.7
370,Kendall Marshall,PG,24,PHI,30,6,13.3,1.4,3.9,0.364,0.5,1.6,0.327,0.9,2.3,0.391,0.432,0.3,0.4,0.692,0.1,0.9,0.9,2.4,0.5,0.1,1.4,1,3.7
371,Salah Mejri,C,29,DAL,34,6,11.7,1.4,2.3,0.628,0,0,0,1.4,2.3,0.636,0.628,0.8,1.4,0.587,1.2,2.4,3.6,0.3,0.2,1.1,0.7,1.6,3.7
372,Andre Miller,PG,39,TOT,39,4,11.8,1.5,2.7,0.557,0.1,0.2,0.25,1.5,2.5,0.582,0.566,0.6,0.8,0.75,0.3,1,1.3,2.2,0.4,0,0.9,1.2,3.7
373,Shabazz Napier,PG,24,ORL,55,0,10.9,1.2,3.7,0.338,0.6,1.9,0.327,0.6,1.8,0.351,0.423,0.6,0.8,0.733,0.2,0.8,1,1.8,0.4,0,0.8,0.7,3.7
374,Kelly Oubre,SF,20,WAS,63,9,10.7,1.4,3.3,0.427,0.4,1.3,0.316,1,2.1,0.492,0.486,0.5,0.8,0.633,0.4,1.7,2.1,0.2,0.3,0.1,0.5,1.6,3.7
375,Ian Clark,SG,24,GSW,66,1,8.8,1.3,3.1,0.441,0.5,1.3,0.357,0.9,1.8,0.5,0.515,0.4,0.5,0.824,0.2,0.8,1,1,0.3,0.2,0.7,0.9,3.6
